Id,Id_user,Id_item,App_name,Genres,Developer,Release_date,Price,Recommend,Posted,Sentiment_analysis,Playtime_forever
417860DANKWEEDAYEM8,DANKWEEDAYEM8,417860,Emily is Away,Adventure,Kyle Seeley,2015.0,0.0,1,2015,1,33
10cumme,cumme,10,Counter-Strike,Action,Valve,2000.0,9.99,1,2015,1,5359
8930TheOnlyVelvet,TheOnlyVelvet,8930,Sid Meier's Civilization® V,Strategy,"Firaxis Games,Aspyr (Mac, Linux)",2010.0,29.99,1,2014,2,12924
105600TheOnlyVelvet,TheOnlyVelvet,105600,Terraria,Action,Re-Logic,2011.0,9.99,1,2015,2,869
236850TheOnlyVelvet,TheOnlyVelvet,236850,Europa Universalis IV,Simulation,Paradox Development Studio,2013.0,39.99,1,2014,0,15081
346900TheOnlyVelvet,TheOnlyVelvet,346900,AdVenture Capitalist,Casual,Hyper Hippo Games,2015.0,0.0,1,2015,1,13150
24076561198058267330,76561198058267330,240,Counter-Strike: Source,Action,Valve,2004.0,19.99,1,2014,1,73625
42910venoix,venoix,42910,Magicka,Action,Arrowhead Game Studios,2011.0,9.99,1,2013,0,1485
207610venoix,venoix,207610,The Walking Dead,Adventure,Telltale Games,2012.0,24.99,1,2012,1,1751
8870venoix,venoix,8870,BioShock Infinite,Action,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2013.0,29.99,1,2013,2,1026
250320venoix,venoix,250320,The Wolf Among Us,Adventure,Telltale Games,2013.0,24.99,1,2013,0,221
261030venoix,venoix,261030,The Walking Dead: Season 2,Adventure,Telltale Games,2013.0,24.99,1,2013,1,331
55076561198076001257,76561198076001257,550,Left 4 Dead 2,Action,Valve,2009.0,19.99,1,2013,1,2296
22024076561198076001257,76561198076001257,220240,Far Cry 3,Action,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",2012.0,19.99,1,2013,1,6407
22110076561198076001257,76561198076001257,221100,DayZ,Action,Bohemia Interactive,2013.0,34.99,1,2014,1,797
73076561198045787416,76561198045787416,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2014,2,33867
25249076561198045787416,76561198045787416,252490,Rust,Action,Facepunch Studios,2013.0,19.99,1,2014,2,1968
400076561198073958869,76561198073958869,4000,Garry's Mod,Indie,Facepunch Studios,2006.0,9.99,1,2013,1,52480
55076561198073958869,76561198073958869,550,Left 4 Dead 2,Action,Valve,2009.0,19.99,1,2015,1,2825
893076561198073958869,76561198073958869,8930,Sid Meier's Civilization® V,Strategy,"Firaxis Games,Aspyr (Mac, Linux)",2010.0,29.99,1,2014,1,4882
5730076561198073958869,76561198073958869,57300,Amnesia: The Dark Descent,Action,Frictional Games,2010.0,19.99,1,2015,1,32
20761076561198073958869,76561198073958869,207610,The Walking Dead,Adventure,Telltale Games,2012.0,24.99,1,2014,2,949
767076561198073958869,76561198073958869,7670,BioShock™,Action,"2K Boston,2K Australia",2007.0,19.99,1,2015,1,968
887076561198073958869,76561198073958869,8870,BioShock Infinite,Action,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2013.0,29.99,1,2013,1,1264
24205076561198073958869,76561198073958869,242050,Assassin’s Creed® IV Black Flag™,Action,Ubisoft Montreal,2013.0,19.99,1,2013,1,5606
28207076561198073958869,76561198073958869,282070,This War of Mine,Adventure,11 bit studios,2014.0,19.99,1,2015,1,675
730orangejuiceanddoobies,orangejuiceanddoobies,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2014,2,77590
221640orangejuiceanddoobies,orangejuiceanddoobies,221640,Super Hexagon,Action,Terry Cavanagh,2012.0,2.99,1,2014,2,123
304930orangejuiceanddoobies,orangejuiceanddoobies,304930,Unturned,Action,Smartly Dressed Games,2017.0,0.0,0,2014,1,12
220240orangejuiceanddoobies,orangejuiceanddoobies,220240,Far Cry 3,Action,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",2012.0,19.99,1,2015,1,510
209650orangejuiceanddoobies,orangejuiceanddoobies,209650,Call of Duty®: Advanced Warfare - Gold Edition,Action,"Sledgehammer Games,Raven Software",2014.0,59.99,1,2015,2,554
25058076561198025613632,76561198025613632,250580,Paranautical Activity: Deluxe Atonement Edition,Action,Digerati Distribution,2013.0,9.99,1,2013,2,719
105600zeriora,zeriora,105600,Terraria,Action,Re-Logic,2011.0,9.99,1,2013,2,1039
26103076561198074248942,76561198074248942,261030,The Walking Dead: Season 2,Adventure,Telltale Games,2013.0,24.99,1,2014,1,1382
33280076561198074248942,76561198074248942,332800,Five Nights at Freddy's 2,Indie,Scott Cawthon,2014.0,7.99,1,2014,2,101
34611076561198074248942,76561198074248942,346110,ARK: Survival Evolved,Action,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",2017.0,59.99,1,2015,2,26254
38809076561198074248942,76561198074248942,388090,Five Nights at Freddy's 4,Action,Scott Cawthon,2015.0,7.99,1,2015,2,248
4000101010101111,101010101111,4000,Garry's Mod,Indie,Facepunch Studios,2006.0,9.99,1,2014,1,2916
22454076561198052955798,76561198052955798,224540,Ace of Spades: Battle Builder,Action,Jagex Limited,2012.0,14.99,1,2013,1,2409
20809076561198052955798,76561198052955798,208090,Loadout,Action,Edge of Reality,2014.0,0.0,1,2015,1,41
27419076561198052955798,76561198052955798,274190,Broforce,Action,Free Lives,2015.0,14.99,1,2014,2,2513
27492076561198052955798,76561198052955798,274920,FaceRig,Animation &amp; Modeling,Holotech Studios,2015.0,14.99,1,2014,1,229
400076561198081497644,76561198081497644,4000,Garry's Mod,Indie,Facepunch Studios,2006.0,9.99,1,2014,2,5640
25249076561198081497644,76561198081497644,252490,Rust,Action,Facepunch Studios,2013.0,19.99,1,2014,1,1289
31736076561198081497644,76561198081497644,317360,Double Action: Boogaloo,Action,Double Action Factory,2014.0,0.0,1,2014,1,306
4000BayonetSpaghettiKnife,BayonetSpaghettiKnife,4000,Garry's Mod,Indie,Facepunch Studios,2006.0,9.99,1,2015,1,8706
50300BayonetSpaghettiKnife,BayonetSpaghettiKnife,50300,Spec Ops: The Line,Action,Yager Development,2012.0,29.99,1,2015,2,1854
209080BayonetSpaghettiKnife,BayonetSpaghettiKnife,209080,Guns of Icarus Online,Action,Muse Games,2012.0,4.99,1,2014,1,1193
203160BayonetSpaghettiKnife,BayonetSpaghettiKnife,203160,Tomb Raider,Action,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2013.0,19.99,1,2015,1,1238
263680BayonetSpaghettiKnife,BayonetSpaghettiKnife,263680,Unearthed: Trail of Ibn Battuta - Episode 1 - Gold Edition,Action,Semaphore,2014.0,4.99,1,2014,1,113
304930BayonetSpaghettiKnife,BayonetSpaghettiKnife,304930,Unturned,Action,Smartly Dressed Games,2017.0,0.0,1,2015,1,1793
73076561198075407499,76561198075407499,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2015,2,34513
73076561198057654325,76561198057654325,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2014,2,28446
246700vincenium,vincenium,246700,Strike Vector,Action,Ragequit Corporation,2014.0,11.99,1,2014,2,3786
224540TheOneAndOnlyVinylScratch,TheOneAndOnlyVinylScratch,224540,Ace of Spades: Battle Builder,Action,Jagex Limited,2012.0,14.99,0,2015,0,1989
319550TheOneAndOnlyVinylScratch,TheOneAndOnlyVinylScratch,319550,The Collider,Casual,Shortbreak Studios s.c.,2014.0,2.99,1,2015,1,34
319630TheOneAndOnlyVinylScratch,TheOneAndOnlyVinylScratch,319630,Life is Strange - Episode 1,Action,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2015.0,0.0,1,2015,0,2172
264200nexusthedarkpegasus,nexusthedarkpegasus,264200,One Finger Death Punch,Action,Silver Dollar Games,2014.0,4.99,1,2015,1,1442
23279076561197964753680,76561197964753680,232790,Broken Age,Adventure,Double Fine Productions,2014.0,19.99,1,2014,2,272
887076561197964753680,76561197964753680,8870,BioShock Infinite,Action,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2013.0,29.99,1,2014,2,1337
33393076561197964753680,76561197964753680,333930,Dirty Bomb®,Action,Splash Damage,2015.0,0.0,1,2015,2,2035
20051076561198036998600,76561198036998600,200510,XCOM: Enemy Unknown,Strategy,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2012.0,29.99,1,2014,1,4360
17410vitorgc03,vitorgc03,17410,Mirror's Edge™,Action,DICE,2009.0,19.99,1,2013,1,761
30493076561198072588625,76561198072588625,304930,Unturned,Action,Smartly Dressed Games,2017.0,0.0,1,2015,2,1746
730vixieys,vixieys,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2014,2,14199
4291076561198015620710,76561198015620710,42910,Magicka,Action,Arrowhead Game Studios,2011.0,9.99,1,2013,1,2329
26581076561198015620710,76561198015620710,265810,The Sandbox,Casual,PIXOWL INC.,2015.0,4.99,1,2014,1,440
400076561198049093949,76561198049093949,4000,Garry's Mod,Indie,Facepunch Studios,2006.0,9.99,1,2013,2,71538
893076561198049093949,76561198049093949,8930,Sid Meier's Civilization® V,Strategy,"Firaxis Games,Aspyr (Mac, Linux)",2010.0,29.99,1,2015,2,8953
35246076561198049093949,76561198049093949,352460,Dead Realm,Action,Section Studios,2015.0,14.99,1,2015,2,363
50IfYouThinkImASmurfKYS,IfYouThinkImASmurfKYS,50,Half-Life: Opposing Force,Action,Gearbox Software,1999.0,4.99,1,2014,1,867
10180IfYouThinkImASmurfKYS,IfYouThinkImASmurfKYS,10180,Call of Duty®: Modern Warfare® 2,Action,"Infinity Ward,Aspyr (Mac)",2009.0,19.99,1,2015,2,1376
9930IfYouThinkImASmurfKYS,IfYouThinkImASmurfKYS,9930,Test Drive Unlimited 2,Racing,Eden Studios,2011.0,19.99,1,2015,1,7675
349480IfYouThinkImASmurfKYS,IfYouThinkImASmurfKYS,349480,Modular Combat,Action,Ascension Entertainment LLC,2008.0,0.0,0,2015,1,53
730AHHAHAA,AHHAHAA,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2015,1,22429
20403076561198071967604,76561198071967604,204030,Fable - The Lost Chapters,Action,Lionhead Studios,2011.0,9.99,1,2014,2,1446
6737076561198071967604,76561198071967604,67370,The Darkness II,Action,Digital Extremes,2012.0,29.99,1,2014,1,348
252490HeyCry,HeyCry,252490,Rust,Action,Facepunch Studios,2013.0,19.99,1,2014,1,6724
238460zVoidao,zVoidao,238460,BattleBlock Theater®,Action,The Behemoth,2014.0,14.99,1,2015,1,393
73076561197990596976,76561197990596976,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2015,2,17015
1212076561198057198704,76561198057198704,12120,Grand Theft Auto: San Andreas,Action,Rockstar Games,2005.0,14.99,1,2013,2,2038
730volka,volka,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2014,1,75789
220240volka,volka,220240,Far Cry 3,Action,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",2012.0,19.99,1,2013,1,2505
20644076561198081645823,76561198081645823,206440,To the Moon,Adventure,Freebird Games,2011.0,9.99,1,2014,2,394
33533076561198081645823,76561198081645823,335330,Brick-Force,Action,Exe Games Inc.,2012.0,0.0,0,2015,1,45
34262076561198072100344,76561198072100344,342620,"It came from space, and ate our brains",Action,Triangle Studios,2015.0,9.99,1,2015,2,524
620TheRealRubyRose,TheRealRubyRose,620,Portal 2,Action,Valve,2011.0,19.99,1,2013,2,2503
237310TheRealRubyRose,TheRealRubyRose,237310,Elsword,Action,KOG,2014.0,0.0,1,2015,2,9906
25249076561198077460901,76561198077460901,252490,Rust,Action,Facepunch Studios,2013.0,19.99,1,2015,2,7258
55076561198107103330,76561198107103330,550,Left 4 Dead 2,Action,Valve,2009.0,19.99,1,2014,2,19822
271590Mickraff,Mickraff,271590,Grand Theft Auto V,Action,Rockstar North,2015.0,39.99,0,2015,0,997
30562076561198055899622,76561198055899622,305620,The Long Dark,Adventure,Hinterland Studio Inc.,2017.0,34.99,1,2015,2,396
48700vs94,vs94,48700,Mount & Blade: Warband,Action,TaleWorlds Entertainment,2010.0,19.99,1,2015,2,8325
60Vayndrohn,Vayndrohn,60,Ricochet,Action,Valve,2000.0,4.99,1,2014,2,45
109600Vyraz,Vyraz,109600,Neverwinter,Action,Cryptic Studios,2013.0,0.0,1,2014,2,904
730vyro_,vyro_,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2015,1,89850
21547076561198056966018,76561198056966018,215470,Primal Carnage,Action,Lukewarm Media,2012.0,7.99,1,2013,2,446
30152076561198056966018,76561198056966018,301520,Robocraft,Action,Freejam,2017.0,0.0,1,2014,2,1202
25249076561198088709404,76561198088709404,252490,Rust,Action,Facepunch Studios,2013.0,19.99,1,2014,2,3294
29863076561198088709404,76561198088709404,298630,The Escapists,Action,Mouldy Toof Studios,2015.0,17.99,1,2015,0,1095
386360terrib4d,terrib4d,386360,SMITE®,Action,Hi-Rez Studios,2015.0,0.0,1,2015,2,4663
239030W33dl3y,W33dl3y,239030,"Papers, Please",Adventure,3909,2013.0,9.99,1,2015,0,576
369580W33dl3y,W33dl3y,369580,NotGTAV,Casual,NotGames,2015.0,2.99,1,2015,2,305
730Koogie,Koogie,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2015,1,71042
34565076561198064923958,76561198064923958,345650,Without Within,Free to Play,InvertMouse,2015.0,0.0,1,2015,2,21
200510stevedude911,stevedude911,200510,XCOM: Enemy Unknown,Strategy,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2012.0,29.99,1,2014,2,5054
8930stevedude911,stevedude911,8930,Sid Meier's Civilization® V,Strategy,"Firaxis Games,Aspyr (Mac, Linux)",2010.0,29.99,1,2014,2,11156
29148076561198078751822,76561198078751822,291480,Warface,Action,Crytek,2014.0,0.0,1,2014,0,1956
25249076561198038743710,76561198038743710,252490,Rust,Action,Facepunch Studios,2013.0,19.99,1,2014,1,13440
105600wafzaf,wafzaf,105600,Terraria,Action,Re-Logic,2011.0,9.99,1,2015,0,2786
224260wafzaf,wafzaf,224260,No More Room in Hell,Action,No More Room in Hell Team,2011.0,0.0,1,2014,0,1040
221100wafzaf,wafzaf,221100,DayZ,Action,Bohemia Interactive,2013.0,34.99,0,2015,1,747
49520skinarena49,skinarena49,49520,Borderlands 2,Action,"Gearbox Software,Aspyr (Mac &amp; Linux)",2012.0,19.99,1,2013,0,12297
252490skinarena49,skinarena49,252490,Rust,Action,Facepunch Studios,2013.0,19.99,1,2014,2,4620
41834076561198085548011,76561198085548011,418340,RWBY: Grimm Eclipse,Action,Rooster Teeth Games,2016.0,19.99,1,2015,1,806
302830egftw,egftw,302830,BLOCKADE 3D,Action,Shumkov Dmitriy,2014.0,0.0,1,2015,1,1860
730egftw,egftw,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2015,2,38514
730KittyStella7,KittyStella7,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2015,2,61724
22110076561198073624860,76561198073624860,221100,DayZ,Action,Bohemia Interactive,2013.0,34.99,1,2014,2,846
73076561198044412023,76561198044412023,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2015,1,11997
22110076561198044412023,76561198044412023,221100,DayZ,Action,Bohemia Interactive,2013.0,34.99,1,2015,2,13411
35008076561198044412023,76561198044412023,350080,Wolfenstein: The Old Blood,Action,MachineGames,2015.0,19.99,1,2015,2,519
37716076561198044412023,76561198044412023,377160,Fallout 4,RPG,Bethesda Game Studios,2015.0,29.99,1,2015,2,5461
208090ghirq,ghirq,208090,Loadout,Action,Edge of Reality,2014.0,0.0,1,2014,2,350
240NoculusRift,NoculusRift,240,Counter-Strike: Source,Action,Valve,2004.0,19.99,1,2014,0,13422
218230NoculusRift,NoculusRift,218230,PlanetSide 2,Action,Daybreak Game Company,2012.0,0.0,1,2014,2,27370
107410NoculusRift,NoculusRift,107410,Arma 3,Action,Bohemia Interactive,2013.0,39.99,1,2014,0,17715
222880NoculusRift,NoculusRift,222880,Insurgency,Action,New World Interactive,2014.0,9.99,1,2014,2,3063
4500sexinahatyer,sexinahatyer,4500,S.T.A.L.K.E.R.: Shadow of Chernobyl,Action,GSC Game World,2007.0,19.99,1,2014,2,505
34900sexinahatyer,sexinahatyer,34900,Bad Rats: the Rats' Revenge,Indie,Invent4 Entertainment,2009.0,0.99,1,2014,2,167
20920sexinahatyer,sexinahatyer,20920,The Witcher 2: Assassins of Kings Enhanced Edition,RPG,CD PROJEKT RED,2011.0,19.99,1,2014,2,1606
113200sexinahatyer,sexinahatyer,113200,The Binding of Isaac,Action,Edmund McMillen and Florian Himsl,2011.0,4.99,1,2014,0,9626
250900sexinahatyer,sexinahatyer,250900,The Binding of Isaac: Rebirth,Action,"Nicalis, Inc.",2014.0,14.99,1,2015,2,12102
257510sexinahatyer,sexinahatyer,257510,The Talos Principle,Action,Croteam,2014.0,39.99,1,2015,2,2629
27427076561198087699908,76561198087699908,274270,NOT A HERO,Action,Roll7,2015.0,12.99,1,2015,1,172
49520koongon,koongon,49520,Borderlands 2,Action,"Gearbox Software,Aspyr (Mac &amp; Linux)",2012.0,19.99,1,2014,1,1787
4000STEAM0082987612,STEAM0082987612,4000,Garry's Mod,Indie,Facepunch Studios,2006.0,9.99,1,2014,0,14342
730STEAM0082987612,STEAM0082987612,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2014,1,17863
224260STEAM0082987612,STEAM0082987612,224260,No More Room in Hell,Action,No More Room in Hell Team,2011.0,0.0,0,2015,1,429
252490STEAM0082987612,STEAM0082987612,252490,Rust,Action,Facepunch Studios,2013.0,19.99,1,2014,1,21550
241540STEAM0082987612,STEAM0082987612,241540,State of Decay,Action,Undead Labs,2013.0,13.98,1,2014,1,2191
222880STEAM0082987612,STEAM0082987612,222880,Insurgency,Action,New World Interactive,2014.0,9.99,1,2014,2,2548
240WCM03,WCM03,240,Counter-Strike: Source,Action,Valve,2004.0,19.99,1,2014,2,8143
8930WCM03,WCM03,8930,Sid Meier's Civilization® V,Strategy,"Firaxis Games,Aspyr (Mac, Linux)",2010.0,29.99,1,2015,2,6377
224260WCM03,WCM03,224260,No More Room in Hell,Action,No More Room in Hell Team,2011.0,0.0,1,2014,0,265
242760WCM03,WCM03,242760,The Forest,Action,Endnight Games Ltd,2014.0,14.99,0,2015,1,738
252490WCM03,WCM03,252490,Rust,Action,Facepunch Studios,2013.0,19.99,0,2015,1,9704
227940WCM03,WCM03,227940,Heroes & Generals,Action,Reto-Moto,2016.0,0.0,1,2014,2,4500
730WCM03,WCM03,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2015,2,41836
720076561197977051585,76561197977051585,7200,Trackmania United Forever Star Edition,Racing,Nadeo,2008.0,29.99,0,2014,1,2688
220warheads,warheads,220,Half-Life 2,Action,Valve,2004.0,9.99,1,2015,1,844
219150warheads,warheads,219150,Hotline Miami,Action,Dennaton Games,2012.0,9.99,1,2014,2,355
206420warheads,warheads,206420,Saints Row IV,Action,Deep Silver Volition,2013.0,14.99,1,2015,1,1902
2424076561198081095960,76561198081095960,24240,PAYDAY™ The Heist,Action,OVERKILL Software,2011.0,14.99,1,2014,2,238
73076561198081095960,76561198081095960,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,0,2014,1,3985
4952076561198081095960,76561198081095960,49520,Borderlands 2,Action,"Gearbox Software,Aspyr (Mac &amp; Linux)",2012.0,19.99,1,2014,1,26791
887076561198081095960,76561198081095960,8870,BioShock Infinite,Action,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2013.0,29.99,1,2014,2,1262
21182076561198081095960,76561198081095960,211820,Starbound,Action,Chucklefish,2016.0,14.99,0,2014,2,7984
73076561198063509156,76561198063509156,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,0,2015,2,69924
21915076561198063509156,76561198063509156,219150,Hotline Miami,Action,Dennaton Games,2012.0,9.99,1,2015,2,376
33393076561198063509156,76561198063509156,333930,Dirty Bomb®,Action,Splash Damage,2015.0,0.0,1,2015,2,265
346110warpeddemon,warpeddemon,346110,ARK: Survival Evolved,Action,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",2017.0,59.99,1,2015,1,4633
7940Warrfoxx,Warrfoxx,7940,Call of Duty® 4: Modern Warfare®,Action,"Infinity Ward,Aspyr (Mac)",2007.0,19.99,1,2012,2,1993
33930Warrfoxx,Warrfoxx,33930,Arma 2: Operation Arrowhead,Action,Bohemia Interactive,2010.0,19.99,1,2012,2,5071
63380Warrfoxx,Warrfoxx,63380,Sniper Elite V2,Action,Rebellion,2012.0,19.99,1,2014,1,1029
49520Warrfoxx,Warrfoxx,49520,Borderlands 2,Action,"Gearbox Software,Aspyr (Mac &amp; Linux)",2012.0,19.99,1,2012,2,8808
113400Warrfoxx,Warrfoxx,113400,APB Reloaded,Action,Reloaded Productions,2011.0,0.0,1,2014,2,7423
107410Warrfoxx,Warrfoxx,107410,Arma 3,Action,Bohemia Interactive,2013.0,39.99,1,2014,0,18438
209160Warrfoxx,Warrfoxx,209160,Call of Duty®: Ghosts,Action,Infinity Ward,2014.0,59.99,1,2014,2,371
21528076561198043936680,76561198043936680,215280,Secret World Legends,Action,Funcom,2017.0,0.0,1,2013,1,14429
271590crispysharp,crispysharp,271590,Grand Theft Auto V,Action,Rockstar North,2015.0,39.99,1,2015,2,4475
22110076561198074309540,76561198074309540,221100,DayZ,Action,Bohemia Interactive,2013.0,34.99,1,2014,0,7948
10waspish,waspish,10,Counter-Strike,Action,Valve,2000.0,9.99,1,2012,2,26622
304930Watane_,Watane_,304930,Unturned,Action,Smartly Dressed Games,2017.0,0.0,1,2014,2,2118
30493076561198083396708,76561198083396708,304930,Unturned,Action,Smartly Dressed Games,2017.0,0.0,1,2014,1,7796
206420IRLShrex,IRLShrex,206420,Saints Row IV,Action,Deep Silver Volition,2013.0,14.99,1,2014,1,2802
304930IRLShrex,IRLShrex,304930,Unturned,Action,Smartly Dressed Games,2017.0,0.0,1,2014,1,914
730iluvsowon,iluvsowon,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2015,2,100232
73076561198201838024,76561198201838024,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2015,1,557
301520OneShotOneKill-NoLuckJustSkill,OneShotOneKill-NoLuckJustSkill,301520,Robocraft,Action,Freejam,2017.0,0.0,1,2015,2,48001
20275076561198020933633,76561198020933633,202750,Alan Wake's American Nightmare,Action,Remedy Entertainment,2012.0,9.99,1,2013,1,314
21142076561198020933633,76561198020933633,211420,DARK SOULS™: Prepare To Die™ Edition,Action,FromSoftware,2012.0,19.99,1,2013,1,2765
49520assassin11538,assassin11538,49520,Borderlands 2,Action,"Gearbox Software,Aspyr (Mac &amp; Linux)",2012.0,19.99,1,2014,2,11822
730assassin11538,assassin11538,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2014,2,29900
203770WBmannus,WBmannus,203770,Crusader Kings II,RPG,Paradox Development Studio,2012.0,39.99,1,2014,1,2829
730WBmannus,WBmannus,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2014,2,36698
236850WBmannus,WBmannus,236850,Europa Universalis IV,Simulation,Paradox Development Studio,2013.0,39.99,1,2014,1,9481
27159076561198058972456,76561198058972456,271590,Grand Theft Auto V,Action,Rockstar North,2015.0,39.99,1,2015,2,3855
218230Weaselbeast,Weaselbeast,218230,PlanetSide 2,Action,Daybreak Game Company,2012.0,0.0,1,2014,2,1706
73076561198082569416,76561198082569416,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2015,2,42088
20908076561198053081936,76561198053081936,209080,Guns of Icarus Online,Action,Muse Games,2012.0,4.99,1,2015,1,411
31173076561198053081936,76561198053081936,311730,DEAD OR ALIVE 5 Last Round: Core Fighters,Action,"Team NINJA,KOEI TECMO GAMES CO., LTD.",2015.0,0.0,0,2015,1,715
42910benoz11,benoz11,42910,Magicka,Action,Arrowhead Game Studios,2011.0,9.99,1,2014,2,1766
4000Ojandora,Ojandora,4000,Garry's Mod,Indie,Facepunch Studios,2006.0,9.99,1,2015,1,24087
304930Ojandora,Ojandora,304930,Unturned,Action,Smartly Dressed Games,2017.0,0.0,1,2014,1,87
37150076561198059536225,76561198059536225,371500,Grey Cubes,Action,Deion Mobile,2015.0,0.99,1,2015,2,113
25249076561198089526841,76561198089526841,252490,Rust,Action,Facepunch Studios,2013.0,19.99,1,2015,2,6349
212680Wesmi,Wesmi,212680,FTL: Faster Than Light,Indie,Subset Games,2012.0,9.99,1,2015,0,2568
22076561198027033328,76561198027033328,220,Half-Life 2,Action,Valve,2004.0,9.99,1,2014,1,5889
20809076561198069683661,76561198069683661,208090,Loadout,Action,Edge of Reality,2014.0,0.0,1,2014,1,3386
23291076561198044291528,76561198044291528,232910,TrackMania² Stadium,Racing,Nadeo,2013.0,9.99,1,2013,1,3706
22164076561198068197314,76561198068197314,221640,Super Hexagon,Action,Terry Cavanagh,2012.0,2.99,1,2014,2,974
30493076561198068197314,76561198068197314,304930,Unturned,Action,Smartly Dressed Games,2017.0,0.0,1,2014,2,4437
22370bhgdkfjd,bhgdkfjd,22370,Fallout 3: Game of the Year Edition,RPG,Bethesda Game Studios,2009.0,19.99,1,2013,2,92
238460bhgdkfjd,bhgdkfjd,238460,BattleBlock Theater®,Action,The Behemoth,2014.0,14.99,1,2014,0,635
8190AnOddBandit,AnOddBandit,8190,Just Cause 2,Action,Avalanche Studios,2010.0,14.99,1,2015,1,924
115320AnOddBandit,AnOddBandit,115320,Prototype 2,Action,Radical Entertainment,2012.0,39.99,1,2015,2,669
107410AnOddBandit,AnOddBandit,107410,Arma 3,Action,Bohemia Interactive,2013.0,39.99,1,2015,1,213
234670AnOddBandit,AnOddBandit,234670,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,Action,CyberConnect2 Co. Ltd.,2013.0,19.99,1,2015,1,1349
250900leadri,leadri,250900,The Binding of Isaac: Rebirth,Action,"Nicalis, Inc.",2014.0,14.99,1,2014,2,13934
730daemonslove,daemonslove,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,0,2015,0,34094
225600daemonslove,daemonslove,225600,Blade Symphony,Action,Puny Human,2014.0,4.99,0,2015,0,835
302830daemonslove,daemonslove,302830,BLOCKADE 3D,Action,Shumkov Dmitriy,2014.0,0.0,0,2015,0,9
223470daemonslove,daemonslove,223470,POSTAL 2,Action,Running With Scissors,2003.0,9.99,1,2014,1,23
417860daemonslove,daemonslove,417860,Emily is Away,Adventure,Kyle Seeley,2015.0,0.0,1,2015,0,38
418340daemonslove,daemonslove,418340,RWBY: Grimm Eclipse,Action,Rooster Teeth Games,2016.0,19.99,1,2015,2,418
24154076561198061971210,76561198061971210,241540,State of Decay,Action,Undead Labs,2013.0,13.98,1,2014,2,2158
29624076561198061971210,76561198061971210,296240,The Promised Land,Adventure,"Boolat Games,Alawar Entertainment",2012.0,6.99,1,2014,2,519
24562076561198061971210,76561198061971210,245620,Tropico 5,RPG,Haemimont Games,2014.0,19.99,1,2014,2,1729
30602076561198061971210,76561198061971210,306020,Bloons TD 5,Action,Ninja Kiwi,2014.0,9.99,1,2014,2,1385
25571076561198061971210,76561198061971210,255710,Cities: Skylines,Simulation,Colossal Order Ltd.,2015.0,29.99,1,2015,2,196
57900wheelsod,wheelsod,57900,Duke Nukem Forever,Action,Gearbox Software,2011.0,19.99,1,2011,1,973
113200wheelsod,wheelsod,113200,The Binding of Isaac,Action,Edmund McMillen and Florian Himsl,2011.0,4.99,1,2011,2,5727
